,title,category,author_name,dates,num comments,num views
932,LE SSERAFIM drop choreography MV for 'EASY',Music Video,Germaine-Jay,02/27/2024,5,"1,926"
933,FIFTY FIFTY's 'Cupid - Twin Ver.' exceeds 800 million Spotify streams,News,Sofia-Sayson,02/27/2024,13,"2,637"
934,Jang Won Young radiates mature elegance in collaboration with Vogue Korea x Miu miu,Photos,Alec06,02/27/2024,16,"4,449"
935,A2Z Entertainment Launches Hip-Hop-Based Boy Group Audition Program 'Hip-Pop School' on Channel ENA,News,kmsml,02/27/2024,1,"1,518"
936,Han Hye Jin reveals her fangirl side for Timothée Chalamet,News,Alec06,02/27/2024,21,"3,768"
937,TWICE reveal 'With YOU-th' comeback live stream 'Our Golden Day',Misc,Germaine-Jay,02/27/2024,2,"1,609"
938,TWICE's Jihyo unveils ethereal beauty in latest photoshoot,News,Alec06,02/27/2024,5,"4,163"
939,Actor Son Suk Goo to meet crush Jang Do Yeon on 'Salon Drip 2',News,Germaine-Jay,02/27/2024,5,"11,980"
940,IVE solves locked room mystery in haphazard detective game,Misc,Alec06,02/27/2024,5,"1,891"
941,Soldier reveals what it takes to get BTS V's autograph in the military,News,Germaine-Jay,02/27/2024,24,"31,521"
942,"Joo Hyun Young exits 'SNL Korea' and 'Jigumabul World Travel', focuses on acting career",News,Alec06,02/27/2024,2,"2,332"
943,LUN8 reveal warm special film for 'PASTEL',Music Video,Germaine-Jay,02/27/2024,0,"1,079"
944,TR Entertainment shares formal message following Shinsadong Tiger's death,News,Germaine-Jay,02/27/2024,4,"11,052"
945,Cha Eun Woo's heartfelt gesture: personally buys padding jackets for drama staff,News,Alec06,02/27/2024,4,"4,165"
946,BIBI takes you behind the scenes of 'Bam Yang Gang' MV,Misc,Germaine-Jay,02/27/2024,0,"1,477"
947,(G)I-DLE's Yuqi gets in the studio for 'Bad Liar' from 'Marry My Husband' OST,Music Video,Germaine-Jay,02/27/2024,3,"2,576"
948,H1-KEY unleashes ‘Deeper’ MV: An exciting new chapter in the ‘H1-KEYnote’ saga,Music Video,Alec06,02/27/2024,1,"1,545"
949,iKON's Bobby suits up in white in MV teaser for 'Harmless' feat. Chanmina,Teaser,Germaine-Jay,02/27/2024,4,"1,628"
950,Netflix introduces 100 contestants of 'Physical: 100' Season 2,Teaser,Germaine-Jay,02/27/2024,16,"15,411"
951,Chung Ha elevates anticipation with the release of her new official logo teaser,Teaser,Alec06,02/27/2024,2,"1,887"
952,Entertainment stocks plummet amid lowered earnings forecasts due to sluggish album sales,News,EunhaYi,02/27/2024,78,"23,232"
953,M.O.N.T unveils a visual spectacle with 'IDGAF' MV,Music Video,Alec06,02/27/2024,0,"1,307"
954,CIX announces third solo concert tour across North America: '0 or 1' set to electrify fans,News,EunhaYi,02/27/2024,0,"1,563"
955,NCT's Taeyong's reigns supreme on global charts with second mini album 'TAP',News,EunhaYi,02/27/2024,2,"2,426"
956,tvN's 'Apartment 404' strikes global success: dominates charts and delights viewers worldwide,News,EunhaYi,02/27/2024,17,"10,681"
957,Actor Yoon Si Yoon becomes a free agent after deciding not to renew contract with MOA Entertainment,News,EunhaYi,02/27/2024,4,"4,647"
958,Second member of new girl group VVUP unveiled: meet Kim!,News,EunhaYi,02/27/2024,9,"3,629"
959,Korean netizens react to the 'Dispatch' report of Lee Jae Wook and Karina's blossoming romance,News,EunhaYi,02/27/2024,48,"38,809"
960,Cha Eun Woo's intense transformation revealed in new 'Wonderful World' stills,Dramas,EunhaYi,02/27/2024,4,"6,194"
961,Actor Lee Jae Wook confirms relationship with aespa's Karina amidst speculation,News,EunhaYi,02/27/2024,173,"194,786"
962,SEVENUS announces first mini album 'SPRING CANVAS' with anticipation-building teasers,News,EunhaYi,02/27/2024,2,"1,740"
963,Renowned singer Woody set to enchant audiences with first solo concert 13 years since debut,News,EunhaYi,02/27/2024,1,"1,514"
964,"Government offers reprieve to striking medical residents, urges prompt return to duty",BUZZ News,EunhaYi,02/27/2024,6,"4,369"
965,"Lee Jae Wook and aespa's Karina reportedly in a romantic relationship, agencies yet to confirm",News,EunhaYi,02/27/2024,77,"50,631"
966,BTS' V voted top choice for 'who do you want as a classmate in the new semester' poll,News,EunhaYi,02/27/2024,8,"3,389"
967,A composer in his 30s arrested for public nudity and property damage while hallucinating on drugs in Gangnam,News,EunhaYi,02/27/2024,37,"11,694"
968,TWICE's MV for 'Set Me Free' soars past 100 million views on YouTube,News,Sofia-Sayson,02/27/2024,3,"2,495"
969,BTS's SUGA concludes the first chapter of 'Suchwita (Time to Drink with SUGA)',News,Sophie-Ha,02/27/2024,7,"7,069"
970,"""Is spending 72 million KRW (54,000 USD) standard for Korean weddings?"" Netizens debate about the appropriate cost of a wedding",BUZZ News,Sophie-Ha,02/27/2024,36,"11,128"
971,"""I'll do my best to show you a better version of me,"" GOT7's Youngjae puts on a wonderful show for 'Inside Out' in Manila",Photos,Sofia-Sayson,02/27/2024,1,"1,782"
972,NCT's Taeyong asks for help in finding this fan,News,Sophie-Ha,02/27/2024,7,"18,633"
973,"ENHYPEN successfully wraps up 3-day sold-out 'FATE+' concerts in Seoul: ""We hope our ties will last forever""",News,Sofia-Sayson,02/27/2024,2,"3,302"
974,Fans can't wait until actor Kang Tae Oh gets discharged from mandatory military service in just three weeks,News,Sophie-Ha,02/27/2024,11,"14,699"
975,Apink's Namjoo reveals the logo poster for her 2nd solo single album 'BAD',News,Sophie-Ha,02/27/2024,1,"3,020"
976,A woman dies in a tragic bungee jump accident at Starfield shopping mall,BUZZ News,Sophie-Ha,02/27/2024,24,"23,664"
977,tvN unveils stunning wedding photos of Kim Soo Hyun and Kim Ji Won for the upcoming drama 'Queen of Tears',News,Sophie-Ha,02/27/2024,4,"6,543"
978,Highlight rolls out the track list for their 5th mini-album 'Switch On',News,Sophie-Ha,02/27/2024,1,"1,635"
979,"Get Ready for ""Hope on the Street"" with 5 of J-Hope's Best Performances",Original Content,ean1994,02/27/2024,3,"2,647"
980,"BIBI achieves the 2nd PAK (Perfect All Kill) of 2024 with ""Bam Yang Gang""",News,Sophie-Ha,02/27/2024,9,"3,935"
981,"""I collected them personally during a concert,"" Jang Won Young's hair strands are being sold on a Chinese auction site",News,Sophie-Ha,02/27/2024,66,"14,647"
982,"""Seventeen's Producer"" Bumzu is the top producer earning the most royalties in 2023",News,Sophie-Ha,02/27/2024,5,"8,754"
983,"EXCLUSIVE [INTERVIEW] P1Harmony talks first full album 'Killin' It,' perfect harmony, and their most precious possession",Original Content,Sofia-Sayson,02/27/2024,3,"2,793"
984,BLACKPINK's JISOO to join private fan messenger platform ‘Bubble’,News,MomoDancer,02/27/2024,6,"4,271"
985,"IU, BIBI, and TWS top Instiz chart for the fourth week of February 2024",News,GhostWriter,02/27/2024,3,"1,811"
986,Oh My Girl's YooA kick starts her solo comeback preparations with new teaser image,News,Sophie-Ha,02/27/2024,4,"2,644"
987,ITZY Shines on the January Idol Cover Chart with Explosive Popularity,News,Alec06,02/27/2024,0,215
988,"IFPI reveals Jungkook's ""Seven (feat. Latto)"" was the 10th biggest song in the world in 2023",News,Sophie-Ha,02/27/2024,20,"7,384"
989,Check out the highlight medley for J-Hope's special album 'Hope On the Street Vol.1',Teaser,Sophie-Ha,02/27/2024,10,"2,150"
990,NewJeans' Minji takes her charms to the streets of Paris in a Chanel pictorial with W Korea,News,Sophie-Ha,02/27/2024,18,"4,591"
991,Red Velvet's Wendy reveals teaser image for her 2nd solo mini-album 'Wish You Hell',News,Sophie-Ha,02/26/2024,9,"3,367"
992,ATEEZ unravels their charismatic charms in the second music video teaser for 'NOT OKAY',Teaser,Sophie-Ha,02/26/2024,1,"1,392"
993,NCT WISH unveils additional teaser photos for their upcoming debut album 'WISH',News,Sophie-Ha,02/26/2024,1,"1,693"
994,J.Y. Park to star at 2024 Weverse Con: A tribute stage spectacle,News,Alec06,02/26/2024,14,"6,562"
995,OMEGA X Wraps Up Emotionally Charged First Solo Concert in South Korea,News,kmsml,02/26/2024,9,"2,651"
996,"HYBE achieves record 2 trillion won revenue, driven by 43.6 million album sales from SEVENTEEN, BTS & NewJeans",News,Alec06,02/26/2024,62,"20,370"
997,Chungha sets stage for comeback under Jay Park's More Vision,News,Alec06,02/26/2024,12,"6,533"
998,Changsub earns standing ovations for his musical performance in 'Winter Wanderer',News,Alec06,02/26/2024,1,"3,362"
999,BOBBY embarks on a cosmic journey in 'moon+ I’ll do that' teaser video,Teaser,Alec06,02/26/2024,1,"1,380"
1000,Virtual sensation PLAVE drops 'WAY 4 LOVE' MV,Music Video,Alec06,02/26/2024,4,"2,292"
1001,Taeyong of NCT unleashes dynamic beats with second solo album 'TAP',Music Video,Alec06,02/26/2024,4,"3,896"
1002,ATEEZ amplifies anticipation with teaser for Japanese single 'NOT OKAY',Teaser,Alec06,02/26/2024,3,"1,729"
1003,"IU praises RIIZE's Anton in a challenge video, highlighting their years of friendship",News,Alec06,02/26/2024,5,"10,996"
1004,TWICE marks 10th anniversary: Jungyeon reflects on journey and gratitude in Harper's Bazaar interview,News,Alec06,02/26/2024,15,"6,500"
1005,Virtual idol PLAVE makes comeback with second mini-album 'ASTERUM: 134-1',News,Alec06,02/26/2024,2,"2,100"
1006,"TXT, JO1, and INI set to perform at 'Asia Star Entertainer Awards 2024' in Yokohama",News,Alec06,02/26/2024,1,"2,266"
1007,"Nam Gyu Ri makes musical comeback with 'HALO', reveals inspiration from niece",News,Alec06,02/26/2024,2,"2,410"
1008,"'2024 EXO FAN MEETING : ONE' scheduled for April, amidst global popularity",News,Alec06,02/26/2024,3,"16,847"
1009,WEi delights fans with solo concert 'THE WAVE' in Osaka and Saitama,News,Alec06,02/26/2024,0,"1,536"
1010,Singer BIBI's 'Bam Yang Gang' has swept the overall music charts,News,Alec06,02/26/2024,22,"9,038"
1011,'Doctor Slump' hits new high in ratings as Hyungsik and Park Shin Hye rekindle romance,News,Alec06,02/26/2024,3,"7,752"
1012,'Galaxy' becomes BOL4's 2nd music video to surpass 100 million views on YouTube,News,ALSAN,02/26/2024,2,"2,210"
1013,Gong Myung and Doyeon deny dating rumors within 2 hours,News,Alec06,02/26/2024,10,"18,862"
1014,YoonA's joyful reunion with Thai fans at 'YOONITE in BANGKOK' fan meeting tour,News,Alec06,02/26/2024,3,"4,155"
1015,'Exhuma' dominates box office with record-breaking 2 million viewers in opening week,News,Alec06,02/26/2024,1,"5,053"
1016,BLACKPINK's JENNIE becomes the First K-Pop Female Soloist to reach 1.4 Billion Spotify Streams without a solo album,News,MomoDancer,02/26/2024,15,"4,385"
1017,"""We lost an extraordinary actor""... U.S. SAG Awards mourns the late Lee Sun Gyun",News,Alec06,02/26/2024,16,"10,736"
1018,TRI.BE pays tribute to Shinsadong Tiger with white ribbons on live tv,News,Alec06,02/26/2024,5,"7,868"
1019,LE SSERAFIM members discuss their earnings on 'Running Man' debut,News,Alec06,02/26/2024,22,"27,351"
1020,Netizens astounded as Han Ga In reveals she's only eaten ramen 10 times in her life,News,Janie-Reign,02/26/2024,16,"16,935"
1021,LE SSERAFIM's Kazuha turns heads with her 'unrivaled' abs and muscular figure in the female idol scene,News,Janie-Reign,02/26/2024,30,"15,924"
1022,BLACKPINK's Rose jets off to Paris in style ahead of Fashion Week,Misc,Janie-Reign,02/26/2024,14,"5,506"
1023,Netizens react to Lucas's documentary and how he admits to having let down his members,News,Janie-Reign,02/26/2024,94,"33,640"
1024,The Top 10 Most Viewed K-pop Artists on Wikipedia from 2015 to 2024,News,YeontanNews,02/26/2024,40,"15,954"
1025,Shinsadong Tiger asks reporter to look after TRI.BE in his last message before passing,News,Janie-Reign,02/26/2024,17,"37,785"
1026,"BLACKPINK ROSÉ's ""-R-"" becomes the First Album from a Korean Female Artist to surpass 700 Million streams on Spotify",News,Pop-Superstars,02/26/2024,19,"3,286"
1027,"Fans and ITZY members become emotional as Lia attends ITZY's ""Born To Be"" world tour concert in Seoul",News,anonymous1215151,02/26/2024,31,"23,478"
1028,NCT WISH bask in the sunlit glow in new teaser images for 'WISH',News,Janie-Reign,02/26/2024,1,"1,474"
1029,"xikers Minjae, Junmin, Sumin, Jinsik, and Hyunwoo bring class and charm to 'HOUSE OF TRICKY: Trial and Error'",News,Janie-Reign,02/26/2024,2,"1,813"
1030,HIGHLIGHT ignites anticipation with 'Switch On' comeback trailer and scheduler,Teaser,Janie-Reign,02/26/2024,3,"1,953"
1031,"Oh My Girl's Hyojung, ONF's Hyojin, and B1A4's Sandeul unite in new teasers for '366 Days'",News,Janie-Reign,02/26/2024,1,"2,105"
1032,BeLift Lab unveils stunning logo film for rookie girl group ILLIT,Teaser,Janie-Reign,02/25/2024,16,"4,024"
1033,Cosmic Girls members gather for 8th anniversary,News,Jia-Lin,02/25/2024,15,"6,320"
1034,The Wind are full of energy in 'H! TEEN' dance practice,Misc,Jia-Lin,02/25/2024,0,"1,311"
1035,CRAVITY tease 7th mini album 'EVERSHINE' with extensive highlight medley,Teaser,Jia-Lin,02/25/2024,2,"1,665"
1036,M.O.N.T showcase their upcoming album 'IDGAF' through live highlight medley video,Teaser,Jia-Lin,02/25/2024,1,"1,502"
1037,P1Harmony are 'Killin' It' in 'It's Live' performance,Live,Jia-Lin,02/25/2024,1,"1,474"
1038,Giriboy joins Zion.T's label STANDARD FRIENDS,News,Jia-Lin,02/25/2024,3,"3,790"
1039,X:IN take on various occupations in 'No Doubt' MV,Music Video,Jia-Lin,02/25/2024,2,"1,948"
1040,IVE announce 2nd fan meeting 'MAGAZINE IVE' with group concept photo,News,Jia-Lin,02/25/2024,10,"3,649"
1041,"IU wins #1 on 'Inkigayo' + Performances from MAMAMOO's Moonbyul, LE SSERAFIM, TRI.BE and more!",News,Jia-Lin,02/25/2024,6,"4,907"
1042,ICHILLIN' unveils 'sweet ver.' concept photos for their upcoming mini album 'Feelin' Hot',News,Dani-Dee,02/25/2024,0,"2,277"
1043,Bang Ye Dam becomes latest K-pop artist to join Weverse platform,News,Dani-Dee,02/25/2024,1,"2,669"
1044,Jungkook's 'Golden' album remains on Spotify's Top Album Global chart for 16 consecutive weeks,News,Dani-Dee,02/25/2024,4,"2,477"
1045,Actress Roh Yoon Seo channels a 'springtime girlfriend look' in new pictorial for Lee's '24 Spring collection,News,Dani-Dee,02/25/2024,1,"3,519"
1046,H1-KEY unveils new group teaser photos for single 'Deeper',News,Dani-Dee,02/25/2024,1,"1,711"
1047,'Love Shot' becomes EXO's 1st MV to hit 600 million views on YouTube,News,Dani-Dee,02/25/2024,8,"3,362"
1048,NCT's Doyoung shows a gesture of kindness after Dolce & Gabbana's Milan Fashion Week show,News,Yaki-Jones,02/25/2024,16,"13,117"
1049,10 K-pop hits composed by Shinsadong Tiger that launched artists into stardom,News,Hopkinz,02/25/2024,25,"21,932"
1050,The Givers CEO Ahn Sung Il faces additional prosecution for embezzlement charges,News,Yaki-Jones,02/25/2024,28,"7,233"
1051,Actress Moon Ga Young makes headlines with her bold look at Dolce & Gabbana's Milan Fashion Week show,News,Yaki-Jones,02/25/2024,101,"57,502"
1052,2nd Generation K-pop stars mourn the death of Shinsadong Tiger,News,Yaki-Jones,02/25/2024,5,"17,345"
1053,BLACKPINK is the Most-Streamed Girl Group on Spotify after the first two months of 2024 despite a lengthy hiatus,News,Real-Kpop-News,02/25/2024,77,"8,645"
1054,Jimin's 'FACE' & 'Like Crazy' reach new milestones on various Billboard charts,News,pjms_gina,02/25/2024,16,"5,742"
1055,Actor Kang Kyung Joon fails to settle his affair case through mediation,News,Yaki-Jones,02/25/2024,8,"11,010"
1056,BTS RM updates fans from the military,News,Yaki-Jones,02/25/2024,17,"13,705"
1057,TWICE's 'With YOU-th' tops iTunes charts across the globe,News,Sofia-Sayson,02/25/2024,3,"3,376"
1058,LE SSERAFIM's Kim Chaewon and Sakura reveal their shocking waist measurements,News,Yaki-Jones,02/25/2024,55,"24,683"
1059,'Exhuma' records 1.4 million audiences just 3 days after the release,News,Yaki-Jones,02/25/2024,3,"6,116"
1060,TXT to celebrate their 5th debut anniversary with the '2024 Dream Week',Misc,Yaki-Jones,02/24/2024,3,"2,228"
1061,Rookie boy group NOMAD show their moves in 'No Pressure' MV teaser,Teaser,Germaine-Jay,02/24/2024,0,"1,418"
1062,Virtual group PLAVE fly through the skies in 'WAY 4 LUV' MV teaser,Teaser,Germaine-Jay,02/24/2024,2,"1,435"
1063,TWICE shine in 'One Spark' performance MV,Music Video,Germaine-Jay,02/24/2024,6,"3,221"
1064,Former D1CE's Woo Jin Young to enlist for military service,News,Germaine-Jay,02/24/2024,3,"1,940"
1065,Stray Kids's 'LALALALA' exceeds 100 million streams on Spotify,News,Sofia-Sayson,02/24/2024,7,"3,231"
1066,CRAVITY drop dramatic 'Love or Die' MV teaser,Teaser,Germaine-Jay,02/24/2024,1,"1,388"
1067,Actor L's alleged ex-girlfriend spills details of bad breakup,Rumors,Germaine-Jay,02/24/2024,138,"105,436"
1068,Wonho spends a cute day in 'On the Way' special MV,Music Video,Germaine-Jay,02/24/2024,4,"1,898"
1069,Pentagon's Wooseok jams in beautiful mountains in 'Navy Blue' solo debut MV,Music Video,Germaine-Jay,02/24/2024,1,"1,963"
1070,Ji Eun reveals she felt like a 'loser' during her time as SECRET member,News,Germaine-Jay,02/24/2024,11,"12,565"
1071,IU wins #1 + Performances from February 24th 'Show! Music Core'!,News,Germaine-Jay,02/24/2024,6,"3,987"
1072,EXO's Lay x Lauv drop 'Run Back to You' MV,Music Video,Germaine-Jay,02/24/2024,4,"3,427"
1073,K-netizens react to former NCT member Lucas officially gearing up for his solo debut,News,Susan-Han,02/24/2024,49,"24,118"
1074,K-netizens debate if the 29-centimeter height difference between 'Lovely Runner' co-stars Kim Hye Yoon & Byun Woo Seok is 'too much',News,Susan-Han,02/24/2024,31,"17,616"
1075,A woman in her thirties sentenced to time in prison for threatening and assaulting a celebrity/YouTuber boyfriend,News,Susan-Han,02/24/2024,25,"9,407"
1076,"Following the example set by Lim Young Woong, ENHYPEN also set up heated rest areas for fans & family waiting outside for their concert",News,Susan-Han,02/24/2024,1,"4,342"
1077,"TRI.BE decide to resume their comeback promotions for 'Diamond' as planned, the last album produced by Shinsadong Tiger before his death",News,Susan-Han,02/24/2024,10,"8,864"
1078,New tvN variety 'Apartment 404' is off to a slow start with an average 2.7% viewership rating,News,Susan-Han,02/24/2024,77,"30,896"
1079,"Seventeen top singer brand value rankings for February, followed by Lim Young Woong, (G)I-DLE, & more",News,Susan-Han,02/24/2024,4,"4,315"
1080,H1-KEY radiate joyful energy in latest teaser poster for single 'Deeper',News,Susan-Han,02/24/2024,1,"2,077"
1081,IVE's Jang Won Young radiates her lovely charms in the new pictorial for Rolarola,News,Sophie-Ha,02/24/2024,10,"6,110"
1082,Park Bo Young and Choi Woo Sik set to bring their chemistry to life in Netflix's new original series 'Melo Movie',News,Sophie-Ha,02/24/2024,5,"5,220"
1083,One Super Junior fan's hilarious flirtation with Eunhyuk has netizens laughing,News,Sophie-Ha,02/24/2024,5,"14,729"
1084,DEAN returns to the U.S. stage after 8 years at WE BRIDGE Las Vegas 2024,News,Sophie-Ha,02/24/2024,4,"7,036"
1085,K-netizens wowed by TWS's live performance on 'Music Bank's encore stage,News,Sophie-Ha,02/24/2024,4,"4,921"
1086,IU responds to Tang Wei's letter with a handwritten letter in English and Korean,News,Sophie-Ha,02/24/2024,4,"6,799"
1087,"Stray Kids' Hyunjin and aespa's Ningning dazzle at the Versace FW24 show in Milan, Italy",News,Sophie-Ha,02/24/2024,10,"9,290"
1088,Fans spot BLACKPINK's Jennie at their high school,News,Sophie-Ha,02/24/2024,16,"10,983"
1089,7 Stars Who Made Shocking Bulk Ups,Original Content,ean1994,02/24/2024,32,"20,276"
1090,ATTRAKT's lawsuit against 12 individuals including the three former members of FIFTY FIFTY grows to 13 Billion KRW (9.8 million USD),News,Sophie-Ha,02/24/2024,57,"17,051"
1091,TWICE smash own record in album sales with 'With YOU-th',News,Sofia-Sayson,02/24/2024,10,"10,048"
1092,The Elite K-pop Acts who achieved 100 Music Show Wins in their career,Original Content,Rika-go,02/24/2024,73,"19,297"
1093,Shinsadong Tiger's unexpected death leaves K-netizens in shock and mourning,News,Sophie-Ha,02/24/2024,5,"16,875"
1094,"""Last year was a hard year for me,"" Cha Eun Woo gets emotional as he talks about his solo debut album 'ENTITY'",News,Sophie-Ha,02/24/2024,14,"14,915"
1095,BLACKPINK's ROSÉ becomes the First Artist to earn over $550 million in EMV for brands in the past two years,News,Pop-Superstars,02/24/2024,61,"16,439"
1096,NewJeans' Hanni steals the spotlight at the Gucci show during 2024 Milan Fashion Week,News,Sophie-Ha,02/24/2024,17,"10,020"
1097,Media outlet reports that Shinsadong Tiger was purportedly found deceased in his studio,News,Sophie-Ha,02/23/2024,15,"28,621"
1098,NCT WISH welcomes you to their Cupid Scouting Society in the latest teaser for their debut digital album,Teaser,Sophie-Ha,02/23/2024,1,"1,755"
1099,Seventeen's Seungkwan reveals pre-listening teaser for 'Dandelion',Teaser,Germaine-Jay,02/23/2024,4,"2,407"
1100,NCT's Taeyong steps out in 'TAP' MV teaser,Teaser,Germaine-Jay,02/23/2024,1,"1,725"
1101,UP10TION's Lee Hwan Hee opens personal YouTube channel,Misc,Germaine-Jay,02/23/2024,0,"1,466"
1102,Song Hye Kyo to make special cameo in Kim Eun Sook's new drama 'All Your Wishes Come True',News,Germaine-Jay,02/23/2024,0,"3,260"
1103,'The Crown Prince Has Disappeared' starring EXO's Suho delays premiere,News,Germaine-Jay,02/23/2024,5,"4,772"
1104,GOT7's Yugyeom tops iTunes charts worldwide with solo album 'Trust Me',News,Sofia-Sayson,02/23/2024,0,"4,750"
1105,Oh My Girl's Hyojung to join cast of 'Fun-staurant',News,Germaine-Jay,02/23/2024,2,"2,376"
1106,Pentagon's Wooseok sings on top a mountain in 'Navy Blue' MV teaser,Teaser,Germaine-Jay,02/23/2024,1,"1,312"
1107,Lay Zhang and Lauv team up for new single 'Run Back To You',News,Sofia-Sayson,02/23/2024,4,"4,626"
1108,TWS win #1 + Performances from February 23rd 'Music Bank'!,News,Germaine-Jay,02/23/2024,9,"3,212"
1109,TRI.BE cancel and postpone 'Diamond' comeback schedule following Shinsadong Tiger's death,News,Germaine-Jay,02/23/2024,3,"9,596"
1110,X:IN get ready to fly in 'NO DOUBT' MV teaser,Teaser,Germaine-Jay,02/23/2024,3,"1,726"
1111,Big Bang's Daesung confirmed to make a comeback in March & Kim Seon Ho and Moon Ga Young starring in his MV,News,Germaine-Jay,02/23/2024,4,"4,037"
1112,ASTRO reveal special behind-the-scenes MV for 'Circles',Music Video,Germaine-Jay,02/23/2024,4,"3,231"
1113,Hit producer Shinsadong Tiger passes away at 41,News,Germaine-Jay,02/23/2024,49,"52,136"
1114,Cube Entertainment's upcoming new boy group NOWADAYS launches promo campaign around Seoul,News,Susan-Han,02/23/2024,12,"3,433"
1115,"Watch 'Music Bank' Live feat. LE SSERAFIM, YUGYEOM, TWS & more!",Live,Germaine-Jay,02/23/2024,0,"1,277"
1116,Super Junior's Siwon expresses disappointment over the poor camera work and transitions during 'SMTOWN LIVE 2024 SMCU PALACE @TOKYO',News,Susan-Han,02/23/2024,11,"10,953"
1117,Pledis Entertainment confirms Seventeen members S.Coups & Jeonghan will return to group activities in March,News,Susan-Han,02/23/2024,15,"11,664"
1118,'Dispatch' captures Lim Ji Yeon & Lee Do Hyun on a brunch date during Lee Do Hyun's vacation,News,Susan-Han,02/23/2024,12,"35,374"
1119,TWICE celebrate their bond and friendship in 'One Spark' MV,Music Video,Susan-Han,02/23/2024,15,"5,505"
1120,LE SSERAFIM release the English version of 'EASY',Music Video,Susan-Han,02/23/2024,3,"3,112"
1121,Kim Jaejoong to appear as a guest on KBS2 variety 'Star's Top Recipe at Fun-Staurant',News,Susan-Han,02/23/2024,4,"4,665"
1122,Song Joong Ki set to make a cameo appearance in upcoming tvN drama 'Queen of Tears',Dramas,Susan-Han,02/23/2024,2,"3,464"
1123,Seo In Guk visiting two cities in the U.S. for his 1st fan meeting tour,News,Susan-Han,02/23/2024,5,"8,867"
1124,"Hwang Jung Eum, Uhm Ki Joon, Lee Yoo Bi, & more spotted at script reading for 'Rebirth of the Seven: War for Survival Season 2'",Dramas,Susan-Han,02/23/2024,4,"4,101"
1125,Moon Ga Young & Kim Seon Ho to appear as leads in Daesung's new MV,News,Susan-Han,02/23/2024,3,"5,604"
1126,"Hwang Min Hyun to release a new single for his solo fan meeting, 'The Peach Garden'",News,Susan-Han,02/23/2024,2,"1,756"
1127,WM Entertainment family project album 'HELLO! WM_V' counts down to its release with new teasers of ONF's Hyojin,News,Susan-Han,02/23/2024,0,"1,435"
1128,ENHYPEN to release a special remake single 'What Makes You Beautiful' for 'The Seasons - Lee Hyori's Red Carpet',News,Susan-Han,02/23/2024,1,"2,993"
1129,What Korean netizens are saying about LE SSERAFIM's heavy referencing in their album 'EASY',News,Sophie-Ha,02/23/2024,27,"24,071"
1130,The Top 20 K-pop Artists Ranked by International Streams,News,Sophie-Ha,02/23/2024,14,"8,206"
1131,Jimin has the record for the most solo streams by a Korean artist on Spotify,News,pjms_gina,02/23/2024,12,"7,476"
1132,Circle Chart releases chart rankings for February 11 to February 17,News,GhostWriter,02/23/2024,1,"2,507"
1133,The comment section on Hwang Jung Eum's Instagram garners attention following her divorce filing,News,Sophie-Ha,02/23/2024,42,"31,475"
1134,5 Stylish K-Dramas Set in the Fashion World,Original Content,A-Nish,02/23/2024,0,"4,033"
1135,"K-netizens marvel at Zendaya's stunning physique, comparing her to a real-life mannequin",News,Sophie-Ha,02/23/2024,17,"16,465"
1136,Get Ready for the “Queen of Tears” - Here are 5 Kim Ji Won K-Dramas to Watch,Original Content,ean1994,02/23/2024,3,"4,521"
1137,"""It's literally Sajaegi,"" A record company employee reveals the truth about the album sales number and pre-order culture",News,Sophie-Ha,02/23/2024,35,"21,381"
1138,Music Videos that are Story-Based or Dance-Based? Which One is Your Favorite?,Discussions,ean1994,02/23/2024,8,"4,386"
1139,BLACKPINK's YouTube Channel is the first artist channel globally to hit 93 Million Subscribers,News,Real-Kpop-News,02/23/2024,31,"4,862"
1140,"Tang Wei sends IU a touching handwritten letter in Korean after filming the ""Shh"" music video",News,Sophie-Ha,02/23/2024,5,"7,400"
1141,P1Harmony reveals the teaser poster for their 2024 Live Tour 'P1ustage H: Utopia',News,Sophie-Ha,02/23/2024,0,"3,452"
1142,'Wishes Granted by Genie' starring Kim Woo Bin and Suzy begins filming,News,Sophie-Ha,02/23/2024,6,"5,745"
1143,EXCLUSIVE 8TURN's Signed CD Giveaway Event! Leave a Message to Win!,Original Content,allkfob.KG,02/23/2024,102,"5,288"
1144,TEMPEST releases additional teaser photos for their comeback with 'TEMPEST Voyage',News,Sophie-Ha,02/23/2024,0,"1,569"
1145,K-netizens anticipate Krystal's comeback as a singer following her new exclusive contract with Beasts & Natives,News,Sophie-Ha,02/23/2024,3,"3,790"
1146,Veteran rhinoplasty surgeon reveals BTS's V (Kim Taehyung) has the most popular celebrity nose loved by male patients,News,YeontanNews,02/23/2024,27,"12,068"
1147,K-netizens express unease over Fendi artistic director's hand placement on IVE's Yujin,News,Sophie-Ha,02/23/2024,164,"37,910"
1148,"IU unveils ""Shh"" music video starring Tang Wei",Music Video,Sophie-Ha,02/23/2024,3,"3,166"
1149,ASTRO to release a special digital single 'Circles' for their 8th anniversary,News,Sophie-Ha,02/22/2024,5,"6,656"
1150,iKON's Bobby rolls out intriguing mood teaser photos for his 3rd full album 'Sir. Robert',News,Sophie-Ha,02/22/2024,2,"2,048"
1151,Virtual group PLAVE reveal 'ASTERUM : 134-1' mini album highlight medley,Teaser,Germaine-Jay,02/22/2024,0,"1,375"
