,title,category,author_name,dates,num comments,num views,PER,LOC,ORG,MISC,group_PER,group_ORG,group_MISC,group_title_a,final_group
147,NCT WISH bags 1st music show win on this week's 'The Show' with 'WISH',News,Sofia-Sayson,03/12/2024,4,"1,898",,,NCT WISH,"The Show, WISH",,NCT Wish,,NCT,NCT Wish
148,EXO's Baekhyun to sing national anthem at '2024 MLB World Tour: Seoul Series',News,Germaine-Jay,03/12/2024,15,"3,373",Baekhyun,,EXO,MLB World Tour : Seoul Series,,EXO,,EXO,EXO
149,BTS' j-hope reveals 'Hope on the Street' docuseries preview photos,News,Germaine-Jay,03/12/2024,5,"2,371",,,,Hope on the Street,,,,BTS,BTS
150,NCT's Taeil reveals 'Weird' MV for 'Discovery of Love' OST,Music Video,Germaine-Jay,03/12/2024,0,"1,809",Taeil,,NC,Discovery of Love,,,,NCT,NCT
151,TAN reveal track list for 'W Series '3TAN' (World Ver.)' album,News,Germaine-Jay,03/12/2024,0,959,,,,"W Series, 3, ##N",,,,TAN,TAN
152,NiziU releases 'SWEET NONFICTION' teaser for Japanese movie 'Lovesick Ellie',Teaser,Alec06,03/12/2024,2,"1,333",,,NiziU,"Japanese, Lovesick Ellie",,NiziU,,,NiziU
153,LUN8 show their steps in 'Super Power' MV teaser,Teaser,Germaine-Jay,03/12/2024,0,781,,,,Super Power,,,,LUN8,LUN8
154,Red Velvet's Wendy wakes up from the dead in 'Wish You Hell' MV,Music Video,Germaine-Jay,03/12/2024,12,"3,193",Wendy,,Red Velvet,Wish You Hell,,Red Velvet,,,Red Velvet
155,BLACKPINK's Jisoo donates all profits from personal YouTube channel to Save the Children,News,Germaine-Jay,03/12/2024,18,"9,571",Jisoo,,Save the Children,,,,,BLACKPINK,BLACKPINK
156,Former Wonder Girls' Lim opens up about married life,News,Germaine-Jay,03/12/2024,4,"7,268",Lim,,Wonder Girls,,LIME,Wonder Girls,,,Wonder Girls
157,PURPLE K!SS transforms into mischievous villains in ‘BBB’ teaser,Teaser,Alec06,03/12/2024,1,"1,103",,,,##PLE K! SS,,,,PURPLE,PURPLE KISS
158,QWER announces highly anticipated comeback in April after stellar debut success,News,EunhaYi,03/12/2024,4,"2,744",,,QWER,,,QWER,,QWER,QWER
160,DAY6's Young K radiates summer vibes in teaser for new song 'Welcome to the Show',News,EunhaYi,03/12/2024,1,"1,398",Young K,,"DA, ##6",Welcome to the Show,,,,DAY6,DAY6
161,VERIVERY reveal stops and dates for 2024 fan meeting tour 'GO ON',News,Sofia-Sayson,03/12/2024,0,"1,353",,,"V, ##IVER",ON,,,,VERIVERY,VERIVERY
162,UNIS sets anticipation sky-high with stunning debut concept photos,News,EunhaYi,03/12/2024,7,"6,687",,,UNIS,,,UNI,,UNI,UNIS
163,NCT WISH's 'WISH' becomes the highest-selling album in 1st-week sales by a 2024 rookie group,News,Sofia-Sayson,03/12/2024,5,"3,791",,,NCT WISH,WISH,,NCT Wish,,NCT,NCT Wish
164,The first two members of upcoming girl group BEWAVE revealed,News,EunhaYi,03/12/2024,6,"6,550",,,BEWAVE,,,BEWAVE,,,BEWAVE
165,TAN surprises fans with upcoming comeback announcement for '3TAN' album,News,EunhaYi,03/12/2024,1,"1,467",TAN,,"3, ##N",,TAN,,,TAN,TAN
166,The Boyz burn the world around them in the new concept photos for their 2nd full album 'PHANTASY Pt. 3: Love Letter',News,Sophie-Ha,03/12/2024,1,"1,609",,,The Boyz,PHANTASY Pt. 3 : Love Letter,,THE BOYZ,,,THE BOYZ
168,Super Junior's Donghae & Eunhyuk reveal first set of teaser photos for their 5th mini-album '606',News,Sophie-Ha,03/12/2024,2,"2,451","Donghae, Eunhyuk",,Super Junior,,,SUPER JUNIOR,,,SUPER JUNIOR
169,BLACKPINK's JENNIE becomes the First Female K-Pop Soloist to be certified Silver in the UK,News,MomoDancer,03/12/2024,31,"3,355",JENNIE,UK,"BL, ##INK",Female K - Pop Solo,,,,BLACKPINK,BLACKPINK
170,"BIBI, TWS, and LE SSERAFIM top Instiz chart for the second week of March 2024",News,GhostWriter,03/12/2024,3,"1,744",,,"B, ##I, TWS, LE SSERAFIM, Instiz",,,TWS,,,TWS
171,DAY6 brings out individual teasers of Young K for their 8th mini-album 'Fourever',News,Sophie-Ha,03/12/2024,0,"1,147",Young K,,,Fourever,,,,DAY6,DAY6
172,ILLIT's Yunah goes fishing in the new 'Super Real Me' film,Teaser,Sophie-Ha,03/11/2024,4,"1,642",Yunah,,,Super Real Me,,,,ILLIT,ILLIT
173,BABYMONSTER rolls out individual teaser photos of Ruka and Rora for their first mini-album 'BABYMONS7ER',News,Sophie-Ha,03/11/2024,6,"5,648","Ruka, Rora",,,BABYMONS7ER,,,BABYMONSTER,BABYMONSTER,BABYMONSTER
174,NCT Dream rolls out another mysterious teaser '( )SCAPE Film: Chapter 2',Teaser,Sophie-Ha,03/11/2024,0,"1,760",,,NCT Dream,SCAPE Film : Chapter 2,,NCT Dream,,NCT,NCT Dream
175,RIIZE's Anton gets embroiled in dating rumors,Rumors,Sophie-Ha,03/11/2024,60,"41,871",Anton,,RI,,,,,RIIZE,RIIZE
176,KISS OF LIFE to reportedly make a comeback in early April,News,Jia-Lin,03/11/2024,6,"3,835",,,KISS OF LIFE,,,KISS OF LIFE,,KISS,KISS OF LIFE
177,Pink Fantasy announce Yechan's departure from the company,News,Jia-Lin,03/11/2024,7,"4,568",Yechan,,Pink Fantasy,,,Pink Fantasy,,,Pink Fantasy
178,CRAVITY unleash their charms in 'Love or Die' dance practice video,Misc,Jia-Lin,03/11/2024,0,"1,011",,,,Love or Die,,,,CRAVITY,CRAVITY
179,NCT WISH make a 'WISH' on M2 'Relay Dance',Misc,Jia-Lin,03/11/2024,0,"1,210",,,NCT WISH,Relay Dance,,NCT Wish,,NCT,NCT Wish
180,TXT announce 'ACT : PROMISE' world tour in Seoul,News,Jia-Lin,03/11/2024,3,"3,322",,Seoul,,,,,,TXT,TXT
181,LUN8 unveil first MV teaser for 'SUPER POWER',Teaser,Jia-Lin,03/11/2024,1,942,,,L,SUPER POWER,,,,LUN8,LUN8
182,KISS OF LIFE release a series of official logo motion video,Teaser,Jia-Lin,03/11/2024,1,"1,918",,,KISS OF LIFE,,,KISS OF LIFE,,KISS,KISS OF LIFE
183,Sail away with TEMPEST in 'LIGHTHOUSE' MV,Music Video,Jia-Lin,03/11/2024,2,"1,436",,,TEMPEST,##HTHOUSE,,TEMPEST,,,TEMPEST
184,Chung Ha got some tips for you in 'EENIE MEENIE (Feat. ATEEZ's Hongjoong)' MV,Music Video,Jia-Lin,03/11/2024,14,"4,555","Chung Ha, ATEEZ, Hongjoong",,,,ATEEZ,,,,ATEEZ
185,THE NEW SIX (TNX) gear up for their 1st digital single 'FUEGO' with individual teaser photos,News,Jia-Lin,03/11/2024,1,"1,496",,,"THE NEW SIX, TNX",##GO,,TNX,,TNX,TNX
186,Super Junior-D&E announce comeback with 5th mini album '606',News,Jia-Lin,03/11/2024,2,"2,444",,,Super Junior - D & E,,,SUPER JUNIOR-D&E,,,SUPER JUNIOR-D&E
187,Cube Entertainment announces new boy group NOWADAYS' debut date,News,Jia-Lin,03/11/2024,2,"3,217",,,"Cube Entertainment, NOWADAYS",,,NOWADAYS,,,NOWADAYS
188,Yujin showcases unique charm ahead of IVE's 'MAGAZINE IVE' fan meeting,News,Alec06,03/11/2024,16,"3,265",Yujin,,IVE,IV,,IVE,,,IVE
189,STAYC wraps up first world tour 'TEENFRESH' with grand finale in Warsaw,News,Alec06,03/11/2024,5,"2,655",,Warsaw,,,,,,STAYC,STAYC
190,TEMPEST releases fifth mini album 'TEMPEST Voyage' amid member hiatus,News,Alec06,03/11/2024,1,"1,886",,,TEMPEST,TEMPEST Voyage,,TEMPEST,,TEMPEST,TEMPEST
191,Stray Kids hits new milestones with YouTube views and global chart rankings,News,Alec06,03/11/2024,6,"4,574",,,Stray Kids,,,Stray Kids,,,Stray Kids
192,Viewers express concern over Girls' Generation Taeyeon's alleged excessive changes to her face,News,Janie-Reign,03/11/2024,105,"65,065",Taeyeon,,Girls ' Generation,,,Girls' Generation,,,Girls' Generation
193,BTOB's Minhyuk argues with his fans on Bubble and apologizes amid netizen backlash,News,Janie-Reign,03/11/2024,46,"24,921",Minhyuk,,"BT, ##B",Bubble,,,Bubble X,BTOB,BTOB
194,PURPLE K!SS reveal new concept photos for 6th mini-album ''BXX'',News,Sh1romi,03/11/2024,6,"1,709",,,"P, ##LE K! SS",BXX,,,,PURPLE,PURPLE KISS
195,NCT Dream set off to break free from a dystopian reality in '( )SCAPE Film: Chapter 1',Teaser,Janie-Reign,03/11/2024,5,"1,592",,,NCT Dream,SCAPE Film : Chapter 1,,NCT Dream,,NCT,NCT Dream
196,ILLIT's Minju tackles crossword puzzle and reveals her favorites in 'Super Real Me' individual film,Teaser,Janie-Reign,03/10/2024,7,"2,063",Minju,,,Super Real Me,,,,ILLIT,ILLIT
197,All 7 members of BABYMONSTER shine in visual film for 1st mini album 'BABYMONS7ER',Teaser,Janie-Reign,03/10/2024,72,"30,975",,,BABYMONSTER,BABYMONS7ER,,BABYMONSTER,BABYMONSTER,,BABYMONSTER
198,BTS V unveils sophisticated look in more 'FRI(END)S' concept photos,News,Janie-Reign,03/10/2024,25,"6,070",,,,BTS V,,,,BTS,BTS
199,LE SSERAFIM showcase their dynamic charm in 'EASY' moving version dance practice video,Misc,Jia-Lin,03/10/2024,6,"2,178",,,EA,,,,,LE SSERAFIM,LE SSERAFIM
200,BABYMONSTER's pre-debut track 'Stuck In The Middle' becomes the group's 2nd MV to hit 100 million views,News,Jia-Lin,03/10/2024,34,"4,409",,,BA,Stuck In The Middle,,,,BABYMONSTER,BABYMONSTER
201,YOUNG POSSE go retro in their beats only highlight medley for 2nd EP 'XXL',Teaser,Jia-Lin,03/10/2024,4,"1,273",,,YOUNG POSSE,XXL,,YOUNG POSSE,,YOUNG POSSE,YOUNG POSSE
202,woo!ah! and DXMON's agency warns legal actions against malicious comments,News,Jia-Lin,03/10/2024,8,"2,261",,,DXMON,,,DXMON,,,DXMON
203,"LE SSERAFIM win #1 on 'Inkigayo' + Performances from NCT WISH, xikers, BOY STORY and more!",News,Jia-Lin,03/10/2024,17,"3,272",,In,NCT W,##kigayo,,,,LE SSERAFIM,LE SSERAFIM
204,Dreamcatcher successfully concludes nine-city Europe tour 'Luck Inside 7 Doors in Europe',News,Dani-Dee,03/10/2024,12,"3,633",,Europe,Dreamcatcher,Luck Inside 7 Doors in Europe,,Dreamcatcher,,,Dreamcatcher
205,Urban Zakapa's Park Yong In to face trial for false advertising his 'butter beer' product as made with actual butter,News,Dani-Dee,03/10/2024,7,"6,379","Urban Zakapa, Park Yong In",,,,Urban Zakapa,,,,Urban Zakapa
206,Seventeen's BSS to drop heartwarming single 'The Reason of My Smiles' for 'Queen of Tears' OST,News,Dani-Dee,03/10/2024,3,"7,088",,,"Seventeen, BS","The Reason of My Smiles, Queen of Tears",,SEVENTEEN,,,SEVENTEEN
207,"TWICE, (G)I-DLE, and LE SSERAFIM top girl group brand value ranking for March",News,Dani-Dee,03/10/2024,30,"6,852",,,"TWICE, DLE, LE SSERAFIM",,,TWICE,,TWICE,TWICE
208,GOT7's Youngjae receives appreciation for his International Women's Day messages,News,Yaki-Jones,03/10/2024,4,"6,545",Youngjae,,GO,International Women ' s Day,,,,GOT7,GOT7
209,LE SSERAFIM's Kim Chaewon expresses gratitude following her guest performance at IU's concert,News,Yaki-Jones,03/10/2024,12,"15,021",Kim Chaewon,,IU,,,,,LE SSERAFIM,LE SSERAFIM
210,BLACKPINK's Jennie and Yoo Jae Suk's 'Apartment 404' struggles to retain viewers,News,Yaki-Jones,03/10/2024,82,"30,596","Jennie, Yoo Jae Suk",,BL,Apartment 404,,,,BLACKPINK,BLACKPINK
211,Netizens react to virtual boy group PLAVE winning first place at the 'Show! Music Core',Misc,Yaki-Jones,03/09/2024,77,"12,149",,,PLAVE,Show! Music Core,,PLAVE,,,PLAVE
212,ILLIT introduce Wonhee in 'Super Real Me' film teaser,Teaser,Germaine-Jay,03/09/2024,9,"2,730",Wonhee,,,Super Real Me,,,,ILLIT,ILLIT
213,BTS' V sits alone in 'FRI(END)S' MV teaser,Teaser,Germaine-Jay,03/09/2024,25,"5,718",BTS ' V,,,,,,,BTS,BTS
214,Xikers release intense 'We Don't Stop' performance MV,Music Video,Germaine-Jay,03/09/2024,0,"1,412",,,Xikers,We Don ' t Stop,,xikers,,,xikers
215,Wonjin leaves VI'ENX after end of exclusive contract with Nature Space,News,Germaine-Jay,03/09/2024,5,"2,400",Wonjin,,"VI ' ENX, Nature Space",,,VI'ENX,,,VI'ENX
216,THE NEW SIX (TNX) reveal teaser image for 'FUEGO' comeback,News,Germaine-Jay,03/09/2024,2,"1,819",,,"THE NEW SIX, TN",,,,,TNX,TNX
217,Hello Future' becomes NCT Dream's 5th song to hit 100 million Spotify streams,News,Sofia-Sayson,03/09/2024,0,"2,256",,,NCT Dream,"Hello Future, Spotify",,NCT Dream,,,NCT Dream
218,PLAVE win #1 + Performances from March 9th 'Show! Music Core'!,News,Germaine-Jay,03/09/2024,8,"4,780",,,,Show! Music Core,,,,PLAVE,PLAVE
219,Stray Kids' MV for 'VENOM' soars past 100 million views on YouTube,News,Sofia-Sayson,03/09/2024,4,"2,224",,,Stray Kids,##OM,,Stray Kids,,,Stray Kids
220,LE SSERAFIM spotted attending rehearsal as today's surprise guests at IU's concert,News,Susan-Han,03/09/2024,19,"7,509",,,"LE SS, IU",,,,,LE SSERAFIM,LE SSERAFIM
221,NCT WISH member Riku garners attention as the cousin of Japanese idol Takahashi Ai from Morning Musume,News,Susan-Han,03/09/2024,5,"4,670","Riku, Takahashi Ai",,"NCT WISH, Morning Musume",Japanese,,NCT Wish,,NCT,NCT Wish
222,"Seventeen, TWS, and The Boyz top K-Pop boy group brand value rankings for March",News,Susan-Han,03/09/2024,6,"4,848",,,"Seventeen, TWS, The Boyz, K - Pop",,,SEVENTEEN,,,SEVENTEEN
223,BLACKPINK's Jennie channels Lee Hyori's famous cellphone advertisement on 'Apartment 404',News,Sophie-Ha,03/09/2024,12,"12,003","Jennie, Lee Hyori",,,Apartment 404,,,,BLACKPINK,BLACKPINK
224,Project girl group UNIS unveils enigmatic profile photos of the remaining members,News,Sophie-Ha,03/09/2024,5,"3,907",,,UNIS,,,UNI,,,UNIS
225,BLACKPINK's LISA dazzles in new video for 'BVLGARI B.ZERO 1' Jewelry campaign,News,MomoDancer,03/09/2024,11,"5,694",,,"BL, ##IN",##LGARI B. ZERO 1,,,,BLACKPINK,BLACKPINK
226,Netizens impressed with the diverse facial expressions made by the virtual boy group PLAVE on live broadcasts,News,Sophie-Ha,03/09/2024,22,"4,819",,,PLAVE,,,PLAVE,,,PLAVE
227,"RIIZE makes their Japanese music show debut on 'MUSIC STATION' with ""Love 119 (Japanese Ver.)""",News,Sophie-Ha,03/09/2024,2,"2,603",,,RIIZE,"Japanese, MUSIC STATION, Love 119, Japanese Ver",,RIIZE,,RIIZE,RIIZE
228,Members from new girl group RESCENE introduce themselves in the introduction film 'My Own Scent',Teaser,Sophie-Ha,03/09/2024,1,"1,430",,,RESCENE,My Own Scent,,RESCENE,,,RESCENE
229,K-netizens react to the news of former NCT member Lucas making a comeback in April,News,Sophie-Ha,03/09/2024,26,"11,945",Lucas,,NCT,,,NCT,,,NCT
230,PURPLE K!SS unravel their rebellious charms in the new teaser photos for 'BXX',News,Sophie-Ha,03/08/2024,3,"1,793",,,K!,BXX,,,,PURPLE,PURPLE KISS
231,ILLIT drop track list for 'Super Real Me' debut mini album,News,Germaine-Jay,03/08/2024,9,"3,906",,,,Super Real Me,,,,ILLIT,ILLIT
232,ZEROBASEONE reveal school music drama in 'Our Season' MV,Music Video,Germaine-Jay,03/08/2024,2,"1,940",,,,Our Season,,,,ZEROBASEONE,ZEROBASEONE
233,Apink's Namjoo reveals retro mood film for 'BAD' single album,Teaser,Germaine-Jay,03/08/2024,2,"1,981",Namjoo,,Apink,,,Apink,,,Apink
234,CRAVITY win #1 + Performances from March 8th 'Music Bank'!,News,Germaine-Jay,03/08/2024,7,"2,618",,,,Music Bank,,,,CRAVITY,CRAVITY
235,Girl's Day's Hyeri addresses nose job rumors,Misc,Germaine-Jay,03/08/2024,7,"9,385",Hyeri,,,Girl ' s Day,,,Girl's Day,,Girl's Day
236,TEMPEST reveal highlight medley for 'TEMPEST Voyage' mini album,Teaser,Germaine-Jay,03/08/2024,2,"1,525",,,TEMPEST,TEMPEST Voyage,,TEMPEST,,TEMPEST,TEMPEST
237,Stray Kids' Han gifts fans with self-composed track '13',Music Video,Germaine-Jay,03/08/2024,3,"2,137",Han,,Stray Kids,,HANA,Stray Kids,,,Stray Kids
238,"Watch 'Music Bank' Live feat. LE SSERAFIM, NCT WISH, X:IN & more!",Live,Germaine-Jay,03/08/2024,0,"1,482","LE SSERAFIM, NCT WISH",,,Music Bank ' Live,LE SSERAFIM,,,,LE SSERAFIM
239,YOUNG POSSE showcase their bold and wild energy in 'XXL' comeback teaser photos,News,Susan-Han,03/08/2024,14,"2,360",,,"YOUNG POSSE, XXL",,,YOUNG POSSE,,YOUNG POSSE,YOUNG POSSE
240,BLACKPINK's Jennie x Matt Champion release dreamy single 'Slow Motion',Music Video,Susan-Han,03/08/2024,32,"9,525","Jennie, Matt Champion",,,Slow Motion,,,,BLACKPINK,BLACKPINK
241,WayV members TEN & Yangyang delight elderly viewers by appearing on the KBS1 weekday morning talk show 'AM Plaza',News,Susan-Han,03/08/2024,2,"3,049","TEN, Yangyang",,KBS1,AM Plaza,4TEN,,,,4TEN
242,Former NCT member Lucas confirms his solo debut in April,News,Susan-Han,03/08/2024,44,"11,102",Lucas,,NCT,,,NCT,,,NCT
243,"Seoul High Court once again sides with former LOONA member Chuu, ruling her exclusive contract with Blockberry Creative invalid",News,Susan-Han,03/08/2024,36,"7,486",Chuu,,"Seoul High Court, LOONA, Blockberry Creative",,,LOONA,,,LOONA
244,BAE173 roll out chic and enticing 'Shadow' version teasers for comeback,News,Susan-Han,03/08/2024,3,"1,317",,,Shadow,,,,,BAE173,BAE173
245,UNIS reveal mysterious first concept photos for debut mini album 'We UNIS',News,Susan-Han,03/08/2024,7,"8,944",,,UNIS,We UNIS,,UNI,,UNI,UNIS
246,"ZEROBASEONE makes their Japanese debut with ""YURA YURA,"" a serenade perfect for spring",Music Video,Sophie-Ha,03/08/2024,3,"2,082",,,,"Japanese, YURA YURA",,,,ZEROBASEONE,ZEROBASEONE
247,Hong Jin Kyung reveals a BIG BANG member got angry at her when she asked a dating question,News,Sophie-Ha,03/08/2024,23,"22,011",Hong Jin Kyung,,BIG BANG,,,BIGBANG,,,BIGBANG
248,TWICE's Chaeyoung looks stunning with black hair at Gimpo airport,News,Sophie-Ha,03/08/2024,18,"6,671",Chaeyoung,Gimpo,"T, ##E",,,,,TWICE,TWICE
249,The Boyz bring out their melancholic vibe in the new teaser photos for 'PHANTASY Pt.3: Love Letter',News,Sophie-Ha,03/07/2024,1,"1,634",,,The Boyz,PHANTASY Pt. 3 : Love Letter,,THE BOYZ,,,THE BOYZ
250,Red Velvet's Wendy reveals more 'Wendy's POV' teaser videos for 'Wish You Hell',Teaser,Germaine-Jay,03/07/2024,7,"1,942","Wendy, Wendy",,Red Velvet,Wish You Hell,,Red Velvet,,,Red Velvet
251,NCT Dream smile bright in eerie '( )SCAPE' film teaser,Teaser,Germaine-Jay,03/07/2024,1,"1,910",,,"NCT Dream, SC",,,NCT Dream,,NCT,NCT Dream
252,BTS' V reveals handsome concept photos for 'FRI(END)S',News,Germaine-Jay,03/07/2024,21,"6,648",V,,BT,##S,,,,BTS,BTS
253,NOWADAYS defeat gravity in 'D-Day' debut trailer,Teaser,Germaine-Jay,03/07/2024,0,"1,419",D - Day,,,,,,,NOWADAYS,NOWADAYS
254,DAY6 reveal 'Fourever' track preview film,Teaser,Germaine-Jay,03/07/2024,1,"1,341",Four,,DA,##ever,,,,DAY6,DAY6
255,Apink's Namjoo stuns in blonde in 'Bad' teaser images,News,Germaine-Jay,03/07/2024,6,"2,638","Apink, Namjoo",,,,Apink,,,,Apink
256,Kim Chung Ha makes a statement in red in MV teaser for 'EENIE MEENIE' feat. ATEEZ' Hongjoong,Teaser,Germaine-Jay,03/07/2024,4,"3,249","Kim Chung Ha, ATEEZ, Hongjoong",,,,ATEEZ,,,,ATEEZ
257,PLAVE's 'ASTERUM : 134-1' debuts at #1 on this week's Circle album chart,News,Sofia-Sayson,03/07/2024,13,"2,159",,,"PL, ##E, Circle",,,Circle,,PLAVE,PLAVE
258,LE SSERAFIM win #1 + Performances from March 7th 'M! Countdown'!,News,Germaine-Jay,03/07/2024,9,"3,360",,,,M! Countdown,,,,LE SSERAFIM,LE SSERAFIM
259,BAE173 face criticism for allegedly disrespecting FIFTY FIFTY with song title,News,Germaine-Jay,03/07/2024,28,"12,668",,,BAE17,,,BAE173,,BAE173,BAE173
260,ONF's Hyojin reveals live performance of 'Let Me Be a Small Flower In Your Day' for 'Warm Black Tea' OST,Music Video,Germaine-Jay,03/07/2024,1,"1,166",Hyojin,,,"Let Me Be a Small Flower In Your Day, Warm Black Tea",,,,ONF,ONF
261,Cherry Bullet's Bora sings 'Star' for 'Branding in Seongsu' OST,Music Video,Germaine-Jay,03/07/2024,2,"2,001",Bora,,Cherry Bullet,"Star, Branding in Seongsu",,Cherry Bullet,,,Cherry Bullet
262,NCT's TEN joins the global ambassador family for 'Saint Laurent',News,Susan-Han,03/07/2024,36,"8,153",,Saint Laurent,"NCT, TEN",,,NCT,,NCT,NCT
263,MONSTA X's Jooheon causes laughter as he converts his fellow army officers into Monbebes,News,Susan-Han,03/07/2024,14,"7,879","X, Jooheon",Monbebes,,,,,,MONSTA X,MONSTA X
264,"ITZY, NMIXX, Xikers, TWS & more certified by Circle Chart this month",News,Susan-Han,03/07/2024,3,"3,017",,,"IT, ##Y, NMIXX, Xikers, TWS, Circle Chart",,,MIXX,,ITZY,
265,BTOB's Sungjae opens his own YouTube channel,Misc,Susan-Han,03/07/2024,1,"2,445",Sungjae,,"BT, ##B",,,,,BTOB,BTOB
266,UNIS drop a debut scheduler for their 1st mini album 'We UNIS',News,Susan-Han,03/07/2024,3,"2,784",,,UNIS,We UNIS,,UNI,,UNI,UNIS
267,BAE173 reveal the track list for their 5th mini album with title track 'Fifty-Fifty',News,Susan-Han,03/07/2024,4,"2,195",,,BAE173,Fifty - Fifty,,BAE173,FIFTY FIFTY,BAE173,BAE173
268,New Cube Entertainment boy group NOWADAYS officially introduces its 5-member lineup,News,Susan-Han,03/07/2024,14,"10,331",,,"New Cube Entertainment, NOWADAYS",,,NOWADAYS,,,NOWADAYS
269,K-netizens react to the virtual boy group PLAVE winning first place on a music show,News,Sophie-Ha,03/07/2024,26,"10,416",,,PLAVE,,,PLAVE,,,PLAVE
270,SHINee's Taemin leaves a personal message to fans following the news of his departure from SM Entertainment,News,Sophie-Ha,03/07/2024,12,"27,024","SHINee, Taemin",,SM Entertainment,,SHINee,,,,SHINee
271,BLACKPINK Lisa's latest Instagram update has netizens wondering if she's now representing Louis Vuitton,News,Sophie-Ha,03/07/2024,49,"21,495",Lisa,,Louis Vuitton,,,,,BLACKPINK,BLACKPINK
272,MAMAMOO's MoonByul reveals stops for Asia leg dates of 'MUSEUM : an epic of starlit' world tour,News,Luckymoomoo,03/07/2024,3,"2,725",,Asia,"MAMAMOO, MoonByul",MUSEUM,,MAMAMOO,,MAMAMOO,MAMAMOO
273,PURPLE K!SS brings out fiery red teaser photos for their 6th mini-album 'BXX',News,Sophie-Ha,03/07/2024,9,"2,236",,,PURPLE K! SS,BXX,,PURPLE KISS,,PURPLE,PURPLE KISS
274,VANNER will release an official fan light stick In March,News,Kpop-zone,03/07/2024,5,"1,912",,,VANNER,,,VANNER,,VANNER,VANNER
275,ILLIT look innocent in white in the new concept photos for their debut mini-album 'Super Real Me',News,Sophie-Ha,03/07/2024,19,"3,376",,,,Super Real Me,,,,ILLIT,ILLIT
276,"""She looks like a model from the 1990s,"" Newjeans' Hyein shines at Louis Vuitton FW24 show in Paris",News,SiyerX,03/07/2024,39,"11,443","Newjeans, Hyein",Paris,"Louis Vuitton, ##24",,NewJeans,,,,NewJeans
277,BLACKPINK's Jisoo selected as the new face of contemporary fashion brand Self-Portrait,News,Sophie-Ha,03/07/2024,16,"7,668",Jisoo,,Self - Portrait,,,,,BLACKPINK,BLACKPINK
278,Brave Entertainment unveils debut spoiler teaser photos for the new girl group Candy Shop,News,Sophie-Ha,03/06/2024,7,"2,773",,,"Brave Entertainment, Candy Shop",,,Candy Shop,,,Candy Shop
279,NCT Dream rolls out eerie teaser photos for their March comeback,News,Sophie-Ha,03/06/2024,5,"3,424",,,NCT Dream,,,NCT Dream,,NCT,NCT Dream
280,Red Velvet's Wendy reveals 'Wendy's POV' teaser videos & 'Wish You Hell' concept photos,Teaser,Germaine-Jay,03/06/2024,1,"2,198",Wendy,,Red Velvet,"Wendy ' s POV, Wish You Hell",,Red Velvet,,,Red Velvet
281,Former GWSN's Miya meows in 'MIYAO' solo debut MV teaser,News,Germaine-Jay,03/06/2024,2,"2,246","Miya, ##YAO",,GWSN,,,GWSN,,,GWSN
282,BTOB's Hyunsik takes to the beach in 'Sunshine' MV,Music Video,Germaine-Jay,03/06/2024,1,"1,750",Hyunsik,,BTOB,,,BTOB,,BTOB,BTOB
283,The Boyz shed tears in 'Hurt Me Less' teaser film for 'Phantasy Pt. 3: Love Letter' album,Teaser,Germaine-Jay,03/06/2024,1,"1,438",,,The Boyz,"Hurt Me Less, Phantasy Pt. 3 : Love Letter",,THE BOYZ,,,THE BOYZ
284,BTS' j-hope reveals main poster for 'Hope on the Street' docuseries,News,Germaine-Jay,03/06/2024,3,"2,769",,,,Hope on the Street,,,,BTS,BTS
285,TXT send a package in 'Minisode 3: TOMORROW' promotion scheduler teaser,News,Germaine-Jay,03/06/2024,1,"1,873",,,,Minisode 3 : TOMORROW,,,,TXT,TXT
286,ILLIT reveal dream fantasy in 'Super Real Me' concept film,Teaser,Germaine-Jay,03/06/2024,1,"2,000",,,,Super Real Me,,,,ILLIT,ILLIT
287,Former DIA's Somyi faces possible prison sentence for allegedly making false sexual assault allegations against CEO,News,Germaine-Jay,03/06/2024,58,"20,890",Somyi,,DIA,,,DIA,,,DIA
288,IVE's Jang Won Young to continue legal battle against YouTuber Sojang without leniency,News,Germaine-Jay,03/06/2024,64,"16,072","Jang Won Young, Sojang",,IVE,,,IVE,,IVE,IVE
289,BTS' V reveals short film for 'FRI(END)S' digital single,Misc,Germaine-Jay,03/06/2024,9,"4,023", V,,BTS,,,BTS,,BTS,BTS
290,ENHYPEN announced as new selected endorsement models of Dunkin' PH,News,Sofia-Sayson,03/06/2024,0,"4,980",,,"EN, ##EN, Du",##nkin ' PH,,,,ENHYPEN,ENHYPEN
291,Virtual group PLAVE take home 1st music show win on 'Show Champion' with 'WAY 4 LUV',News,Sofia-Sayson,03/06/2024,74,"9,127",,,PLAVE,"Show Champion, WAY 4 LUV",,PLAVE,,,PLAVE
292,CRAVITY's Hyeongjun & UNIS' Nana to host 'The Show' alongside NCT's Xiaojun,News,Germaine-Jay,03/06/2024,3,"2,099","Hyeongjun, Nana, Xiaojun",,NCT,The Show,,NCT,,CRAVITY,
293,TEMPEST shine bright in 'Lighthouse' MV teaser,Teaser,Germaine-Jay,03/06/2024,0,"1,469",,Light,T,##house,,,,TEMPEST,TEMPEST
294,iKON's Song says 'Its Call' in solo debut MV,Music Video,Germaine-Jay,03/06/2024,3,"2,113",,,iKON,"Song, ' Its Call",,iKON,,,iKON
