,title,category,author_name,dates,num comments,num views,entity_model1,ent_word_model1,nouns_model2
878,Song Hye kyo begins filming for new movie 'The Black Nuns',News,Alec06,02/28/2024,3,"4,121","PER, MISC","Song Hye kyo, The Black Nuns","Song, Hye, kyo, movie, Black, Nuns"
879,WM Entertainment vocalists tease '366 Days' for 'Hello! WM_V' collab project,Teaser,Germaine-Jay,02/28/2024,1,999,"ORG, MISC, MISC, MISC","WM Entertainment, 366 Days, Hello! WM, V","WM, Entertainment, vocalists, Days, WM_V, project"
880,"Timothee Chalamet expresses feeling like he's met a ""Lost brother"" in Yoo Jae Suk on 'You Quiz on the Block'",News,Alec06,02/28/2024,11,"11,006","PER, PER, MISC","Timothee Chalamet, Yoo Jae Suk, You Quiz on the Block","Timothee, Chalamet, brother, Yoo, Jae, Suk, Quiz, Block"
881,Former The Wind's Shin Jaewon terminates contract with With Us Entertainment,News,Germaine-Jay,02/28/2024,0,"3,929","ORG, PER, ORG","The Wind, Shin Jaewon, With Us Entertainment","Wind, Shin, Jaewon, contract, Us, Entertainment"
882,"Upcoming movie 'Hijacking' stars Ha Jung Woo, Yeo Jin Goo, Sung Dong Il, and Chae Soo Bin",News,Alec06,02/28/2024,0,"2,994","MISC, PER, PER, PER, PER","Hijacking, Ha Jung Woo, Yeo Jin Goo, Sung Dong Il, Chae Soo Bin","movie, stars, Ha, Jung, Woo, Yeo, Jin, Goo, Sung, Dong, Il, Chae, Soo, Bin"
883,iKON's Bobby suits up with clones in MV for 'Harmless' feat. Chanmina,Music Video,Germaine-Jay,02/28/2024,2,"2,712","ORG, PER, MISC, PER","iKON, Bobby, Harmless, Chanmina","suits, clones, MV, feat"
884,Kim Ha Neul and Shin Dong Yup reunite on variety show after 20 years,News,Alec06,02/28/2024,0,"3,084","PER, PER","Kim Ha Neul, Shin Dong Yup","Kim, Ha, Neul, Shin, Dong, variety, show, years"
885,The Black Label staff members sustain injuries from falling 2 stories during photo shoot,News,Germaine-Jay,02/28/2024,25,"13,622",ORG,Black Label,"Black, Label, staff, members, injuries, stories, photo, shoot"
886,Rookie boy group NOMAD drop 'No Pressure' MV,Music Video,Germaine-Jay,02/28/2024,1,"1,387","ORG, MISC","NOMAD, No Pressure","Rookie, boy, group, drop, Pressure, MV"
887,Kim Chung Ha calls lightning in 'I'm Ready' performance teaser clip,Teaser,Germaine-Jay,02/28/2024,13,"3,893","PER, MISC","Kim Chung Ha, I ' m Ready","Kim, Chung, Ha, lightning, performance, teaser, clip"
888,NCT WISH play cupid in 'WISH' MV,Music Video,Germaine-Jay,02/28/2024,2,"2,047",ORG,NCT WISH,"WISH, cupid, WISH, MV"
889,The Boyz to make a comeback next month,News,Germaine-Jay,02/28/2024,3,"1,834",ORG,The Boyz,"Boyz, comeback, month"
890,"EXO's Suho releases 'Enjoy the Flow, Savour Every Moment' MV for drinking awareness campaign",Music Video,Alec06,02/28/2024,1,"2,579","ORG, ORG, MISC, MISC","EXO, Suho, Enjoy the Flow, Savour Every Moment","releases, Flow, Savour, Moment, MV, awareness, campaign"
891,Cha Eun Woo reveals animated love story in 'U&I' MV,Music Video,Germaine-Jay,02/28/2024,3,"2,236","PER, MISC","Cha Eun Woo, U & I","Cha, Eun, Woo, love, story, U&I, MV"
892,A.C.E drops Junhee version of 'My Girl' lyric video,Music Video,Alec06,02/28/2024,2,"1,322","ORG, PER, MISC","A. C. E, Junhee, My Girl","A.C.E, version, Girl, video"
893,Actor Kim Seon Ho to make a guest appearance on a variety entertainment show after 3 year hiatus,News,EunhaYi,02/28/2024,9,"10,580",PER,Kim Seon Ho,"Actor, Kim, Seon, Ho, appearance, variety, entertainment, show, year, hiatus"
894,LE SSERAFIM achieves third consecutive million-seller status with 'EASY',News,EunhaYi,02/28/2024,4,"3,971",ORG,EA,"LE, SSERAFIM, seller, status, EASY"
895,Prosecution seeks prison sentence for former girl group member in agency CEO assault case,News,EunhaYi,02/28/2024,12,"7,795",,,"Prosecution, prison, sentence, girl, group, member, agency, CEO, assault, case"
896,"'Marry My Husband' scores triple success across TVN, TVing, and Amazon Prime Video",News,EunhaYi,02/28/2024,10,"4,268","MISC, ORG, ORG, ORG","Marry My Husband, TVN, TVing, Amazon Prime Video","Husband, scores, success, Amazon, Prime, Video"
897,Actress Cho Yeo Jeong in talks to return to first historical drama in 12 years in MBC's 'Scent of Plum Blossoms',News,EunhaYi,02/28/2024,2,"2,106","PER, ORG, MISC","Cho Yeo Jeong, MBC, Scent of Plum Blossoms","Actress, Cho, Yeo, Jeong, talks, drama, years, Scent, Plum, Blossoms"
898,Stray Kids rise to global prominence: securing 2nd and 9th spots on the 2023 IFPI global album charts,News,EunhaYi,02/28/2024,2,"2,256","ORG, ORG","Stray Kids, IFPI","Stray, Kids, prominence, spots, album, charts"
899,"Taeyeon ""To. X"" takes over on January 2024's Monthly View Chart!",News,Lorr-Ye,02/28/2024,2,"2,290",MISC,Monthly View Chart!,"Taeyeon, To, X, January, View, Chart"
900,NewJeans set to make special guest appearance at IU's world tour concert next month,News,EunhaYi,02/28/2024,19,"17,083","ORG, ORG","NewJeans, IU","guest, appearance, world, tour, concert, month"
901,BABYMONSTER initiates full-scale activities as seven-member group with debut album 'BABYMONS7ER',News,EunhaYi,02/28/2024,47,"14,738","ORG, MISC","BABYMONSTER, BABYMONS7ER","scale, activities, member, group, debut, album, '"
902,PURPLE K!SS join lineup for an electrifying March comeback with their sixth mini album,News,EunhaYi,02/28/2024,17,"2,695",ORG,PURPLE K! SS,"PURPLE, K!SS, lineup, March, comeback, album"
903,Disturbing footage surfaces of the composer who was arrested for erratic behavior under drug influence,News,EunhaYi,02/28/2024,13,"14,406",,,"footage, surfaces, composer, behavior, drug, influence"
904,MC Mong fined for ignoring court summons in 'coin listing kickback' case trial,News,EunhaYi,02/28/2024,4,"2,765",PER,MC Mong,"MC, Mong, court, summons, coin, kickback, case, trial"
905,"BAE173 confirms March comeback, anticipation mounts among global fans",News,EunhaYi,02/28/2024,1,"2,483",ORG,BAE17,"BAE173, March, comeback, anticipation, mounts, fans"
906,Actor and singer Hwang Min Hyun to serenade fans with new single 'Lullaby' in March,News,EunhaYi,02/28/2024,1,"1,793","PER, MISC","Hwang Min Hyun, Lullaby","Actor, singer, Hwang, Min, Hyun, fans, March"
907,Stray Kids' Lee Know becomes youngest member appointed to World Vision's prestigious 'Bob Pierce Honor Club',News,EunhaYi,02/28/2024,3,"16,383","ORG, PER, ORG, ORG","Stray Kids, Lee Know, World Vision, Bob Pierce Honor Club","Stray, Kids, Lee, Know, member, World, Vision, Bob, Pierce, Honor, Club"
908,'Sassy Girl Chunhyang' actor Jae Hee faces accusations of fraud for allegedly failing to repay money to former manager,News,EunhaYi,02/28/2024,5,"4,221","MISC, PER","Sassy Girl Chunhyang, Jae Hee","Sassy, Girl, Chunhyang, actor, Jae, Hee, accusations, fraud, money, manager"
909,This Billionaire entrepreneur is receiving attention for his resemblance to Song Joong Ki,News,Sophie-Ha,02/28/2024,14,"10,129",PER,Song Joong Ki,"Billionaire, entrepreneur, attention, resemblance, Song, Joong, Ki"
910,"""Love at first sight?"" K-netizens talk about how quickly Karina and Lee Jae Wook started dating after their first meeting",News,Sophie-Ha,02/28/2024,56,"21,546","PER, PER","Karina, Lee Jae Wook","sight, K, netizens, Lee, Jae, Wook, meeting"
911,"Former Lovelyz member Seo Ji Soo earns 5.5 million KRW (~4,127 USD) in just four hours after her first live stream on AfreecaTV",News,Sophie-Ha,02/28/2024,25,"15,318","ORG, PER, ORG","Lovelyz, Seo Ji Soo, AfreecaTV","member, Seo, Ji, Soo, KRW, ~4,127, USD, hours, stream"
912,BLACKPINK's Rose is a superstar at the Yves Saint Laurent show for the 2024 Paris Fashion Week,News,Sophie-Ha,02/28/2024,28,"12,933","PER, PER, MISC","Rose, Yves Saint Laurent, Paris Fashion Week","BLACKPINK, superstar, Yves, Saint, Laurent, Paris, Fashion, Week"
913,Why over 1 million applicants are trying to buy these 3 apartments in Gangnam,BUZZ News,Sophie-Ha,02/28/2024,13,"11,421",LOC,Gangnam,"applicants, apartments"
914,"BLACKPINK's JISOO lives up to her title of ""Princess of Dior"" with special treatment and an exclusive DIOR perfume dedicated to her",News,MomoDancer,02/28/2024,4,"7,922","ORG, PER, MISC","BL, J, Dior","BLACKPINK, JISOO, title, Princess, treatment, DIOR, perfume"
915,"Former Idol turned streamer suspected of making false accusations of sexual assault, Prosecution seeks a One-Year Jail Sentence",News,Sophie-Ha,02/28/2024,20,"8,939",MISC,One - Year Jail Sentence,"Former, Idol, streamer, accusations, assault, Prosecution, Year, Jail, Sentence"
916,Seventeen's Mingyu looks dashing at the 2024 Paris Fashion Week Dior show,News,Sophie-Ha,02/28/2024,10,"10,291","PER, PER, MISC","Seventeen, Mingyu, Paris Fashion Week Dior","Paris, Fashion, Week, Dior"
917,The K-Dramas that will be released in March 2024,Original Content,A-Nish,02/28/2024,3,"10,615",MISC,K - Dramas,"K, Dramas, March"
918,Jang Do Yeon suggests Lee Jae Wook to go on a trip with aespa's Karina?,News,Sophie-Ha,02/28/2024,11,"20,207","PER, PER, PER","Jang Do Yeon, Lee Jae Wook, Karina","Jang, Yeon, Lee, Jae, Wook, trip, aespa"
919,BLACKPINK's Jisoo shines as the 'Human Dior' at the FW 2024 show,News,Sophie-Ha,02/28/2024,16,"10,649","ORG, PER, ORG","BL, Jisoo, Human","BLACKPINK, Dior, FW, show"
920,K-Drama Dream Castings we want to see again,Original Content,ean1994,02/28/2024,19,"8,811",MISC,K - Drama Dream,"K, Drama, Dream, Castings"
921,K-pop Rewind: Iconic Hits Released 10 years ago in 2014,Original Content,Rika-go,02/28/2024,28,"5,711",MISC,Rewind : Iconic Hits,"K, pop, Rewind, Iconic, Hits, years"
922,Jang Won Young's older sister Jang Da Ah is receiving mixed reactions for her acting skills in the new drama 'Pyramid Game',News,Sophie-Ha,02/28/2024,34,"30,157","PER, PER, MISC","Jang Won Young, Jang Da Ah, Pyramid Game","Jang, Won, Young, sister, Jang, Da, Ah, reactions, acting, skills, drama, Pyramid, Game"
923,Actor L's alleged ex-girlfriend reveals more details about their relationship,News,Sophie-Ha,02/28/2024,52,"28,666",PER,L,"Actor, ex, -, girlfriend, details, relationship"
924,The 'THV GIRL' viral lookbook trend showcases BTS V's (Kim Taehyung) influence on his fans' aesthetic and style,News,YeontanNews,02/28/2024,44,"13,831","PER, PER","BTS V, Kim Taehyung","THV, GIRL, lookbook, trend, BTS, V, Kim, Taehyung, influence, fans, style"
925,BLACKPINK's Jennie showcases her beauty in Calvin Klein Underwear’s Spring 2024 Campaign,News,Sophie-Ha,02/28/2024,80,"27,477","PER, PER, MISC, MISC","Jennie, Calvin Klein, ##wear ’, Spring 2024 Campaign","BLACKPINK, beauty, Calvin, Klein, Underwear, Spring, Campaign"
926,Seventeen's 'FML' is the best selling album globally in 2023 according to IFPI,News,Sophie-Ha,02/28/2024,5,"3,194","ORG, ORG","Seventeen, IFPI","FML, selling, album"
927,"EXCLUSIVE [INTERVIEW] NOMAD on debuting with self-titled EP: ""We want to become a new wave in the Korean music industry""",Original Content,Sofia-Sayson,02/27/2024,0,"1,901","ORG, MISC","NOMAD, Korean","EXCLUSIVE, INTERVIEW, self, EP, wave, music, industry"
928,Apink's Namjoo continues the countdown to her solo comeback with a promotion scheduler for her 2nd solo single album 'BAD',News,Sophie-Ha,02/27/2024,0,"2,132","ORG, PER, MISC","Apink, Namjoo, ##D","countdown, comeback, promotion, scheduler, solo, album, BAD"
929,"STAYC performed at Namseoul University, and Daejin University Orientation days",Misc,bartkun,02/27/2024,2,"1,406","ORG, ORG","Namseoul University, Daejin University","STAYC, Namseoul, University, Daejin, University, Orientation, days"
930,Red Velvet's Wendy teases small moments in 'Wish You Hell' comeback schedule,News,Germaine-Jay,02/27/2024,6,"2,094","ORG, PER, MISC","Red Velvet, Wendy, Wish You Hell","Red, Velvet, moments, Hell, comeback, schedule"
931,Oh My Girl's YooA reveals 'Borderline' comeback schedule,News,Germaine-Jay,02/27/2024,1,"1,431","MISC, PER, MISC","Oh My Girl, YooA, Borderline","Girl, comeback, schedule"
932,LE SSERAFIM drop choreography MV for 'EASY',Music Video,Germaine-Jay,02/27/2024,5,"1,926",MISC,EASY,"LE, SSERAFIM, drop, choreography, MV"
933,FIFTY FIFTY's 'Cupid - Twin Ver.' exceeds 800 million Spotify streams,News,Sofia-Sayson,02/27/2024,13,"2,637","MISC, MISC","Cupid - Twin Ver, Spotify","FIFTY, FIFTY, Cupid, Twin, Ver, streams"
934,Jang Won Young radiates mature elegance in collaboration with Vogue Korea x Miu miu,Photos,Alec06,02/27/2024,16,"4,449","PER, ORG, PER","Jang Won Young, Vogue Korea, Miu mi","Jang, Won, Young, elegance, collaboration, Vogue, Korea, x, Miu"
935,A2Z Entertainment Launches Hip-Hop-Based Boy Group Audition Program 'Hip-Pop School' on Channel ENA,News,kmsml,02/27/2024,1,"1,518","ORG, ORG, MISC","A2Z Entertainment, Group, Hip - Pop School","A2Z, Entertainment, Launches, Hip, Hop, Boy, Audition, Program, Hip, Pop, School, Channel, ENA"
936,Han Hye Jin reveals her fangirl side for Timothée Chalamet,News,Alec06,02/27/2024,21,"3,768","PER, PER","Han Hye Jin, Timothée Chalamet","Han, Hye, Jin, fangirl, side, Timothée, Chalamet"
937,TWICE reveal 'With YOU-th' comeback live stream 'Our Golden Day',Misc,Germaine-Jay,02/27/2024,2,"1,609","ORG, MISC","T, Our Golden Day","YOU, th, comeback, stream, Golden, Day"
938,TWICE's Jihyo unveils ethereal beauty in latest photoshoot,News,Alec06,02/27/2024,5,"4,163","ORG, PER","T, Jihyo","TWICE, beauty, photoshoot"
939,Actor Son Suk Goo to meet crush Jang Do Yeon on 'Salon Drip 2',News,Germaine-Jay,02/27/2024,5,"11,980","PER, PER, MISC","Son Suk Goo, Jang Do Yeon, Salon Drip 2","Actor, Son, Suk, Goo, crush, Jang, Yeon, Salon, Drip"
940,IVE solves locked room mystery in haphazard detective game,Misc,Alec06,02/27/2024,5,"1,891",MISC,IVE,"room, mystery, detective, game"
941,Soldier reveals what it takes to get BTS V's autograph in the military,News,Germaine-Jay,02/27/2024,24,"31,521",PER,BTS V,"Soldier, BTS, V, autograph, military"
942,"Joo Hyun Young exits 'SNL Korea' and 'Jigumabul World Travel', focuses on acting career",News,Alec06,02/27/2024,2,"2,332","PER, MISC, MISC","Joo Hyun Young, SNL Korea, Jigumabul World Travel","Joo, Hyun, Young, SNL, Korea, Jigumabul, World, Travel, career"
943,LUN8 reveal warm special film for 'PASTEL',Music Video,Germaine-Jay,02/27/2024,0,"1,079",MISC,PASTEL,"LUN8, film"
944,TR Entertainment shares formal message following Shinsadong Tiger's death,News,Germaine-Jay,02/27/2024,4,"11,052","ORG, PER","TR Entertainment, Shinsadong Tiger","TR, Entertainment, shares, message, Shinsadong, Tiger, death"
945,Cha Eun Woo's heartfelt gesture: personally buys padding jackets for drama staff,News,Alec06,02/27/2024,4,"4,165",PER,Cha Eun Woo,"Cha, Eun, Woo, gesture, padding, jackets, drama, staff"
946,BIBI takes you behind the scenes of 'Bam Yang Gang' MV,Misc,Germaine-Jay,02/27/2024,0,"1,477",MISC,Bam Yang Gang,"BIBI, scenes, Bam, Yang, Gang, MV"
947,(G)I-DLE's Yuqi gets in the studio for 'Bad Liar' from 'Marry My Husband' OST,Music Video,Germaine-Jay,02/27/2024,3,"2,576","PER, MISC, MISC","Yuqi, Bad Liar, Marry My Husband","G)I, DLE, studio, Bad, Liar, Marry, Husband, OST"
948,H1-KEY unleashes ‘Deeper’ MV: An exciting new chapter in the ‘H1-KEYnote’ saga,Music Video,Alec06,02/27/2024,1,"1,545",,,"H1, KEY, MV, chapter, H1, KEYnote, saga"
949,iKON's Bobby suits up in white in MV teaser for 'Harmless' feat. Chanmina,Teaser,Germaine-Jay,02/27/2024,4,"1,628","ORG, PER, MISC, PER","iKON, Bobby, Harmless, Chanmina","suits, MV, teaser, feat"
950,Netflix introduces 100 contestants of 'Physical: 100' Season 2,Teaser,Germaine-Jay,02/27/2024,16,"15,411","ORG, MISC","Netflix, Physical : 100","contestants, Season"
951,Chung Ha elevates anticipation with the release of her new official logo teaser,Teaser,Alec06,02/27/2024,2,"1,887",PER,Chung Ha,"Chung, Ha, anticipation, release, logo, teaser"
952,Entertainment stocks plummet amid lowered earnings forecasts due to sluggish album sales,News,EunhaYi,02/27/2024,78,"23,232",ORG,Entertainment,"stocks, earnings, forecasts, album, sales"
953,M.O.N.T unveils a visual spectacle with 'IDGAF' MV,Music Video,Alec06,02/27/2024,0,"1,307",ORG,M. O. N. T,"M.O.N.T, spectacle, IDGAF, MV"
954,CIX announces third solo concert tour across North America: '0 or 1' set to electrify fans,News,EunhaYi,02/27/2024,0,"1,563","ORG, LOC","CIX, North America","concert, tour, North, America, fans"
955,NCT's Taeyong's reigns supreme on global charts with second mini album 'TAP',News,EunhaYi,02/27/2024,2,"2,426","ORG, PER, MISC","NCT, Taeyong, TAP","reigns, charts, album"
956,tvN's 'Apartment 404' strikes global success: dominates charts and delights viewers worldwide,News,EunhaYi,02/27/2024,17,"10,681","ORG, MISC","tvN, Apartment 404","Apartment, success, charts, viewers"
957,Actor Yoon Si Yoon becomes a free agent after deciding not to renew contract with MOA Entertainment,News,EunhaYi,02/27/2024,4,"4,647","PER, ORG","Yoon Si Yoon, MOA Entertainment","Actor, Yoon, Si, Yoon, agent, contract, MOA, Entertainment"
958,Second member of new girl group VVUP unveiled: meet Kim!,News,EunhaYi,02/27/2024,9,"3,629","ORG, PER","VVUP, Kim","member, girl, group"
959,Korean netizens react to the 'Dispatch' report of Lee Jae Wook and Karina's blossoming romance,News,EunhaYi,02/27/2024,48,"38,809","PER, PER","Lee Jae Wook, Karina","netizens, Dispatch, report, Lee, Jae, Wook, romance"
960,Cha Eun Woo's intense transformation revealed in new 'Wonderful World' stills,Dramas,EunhaYi,02/27/2024,4,"6,194","PER, MISC","Cha Eun Woo, Wonderful World","Cha, Eun, Woo, transformation, Wonderful, World, stills"
961,Actor Lee Jae Wook confirms relationship with aespa's Karina amidst speculation,News,EunhaYi,02/27/2024,173,"194,786","PER, PER","Lee Jae Wook, Karina","Actor, Lee, Jae, Wook, relationship, aespa, speculation"
962,SEVENUS announces first mini album 'SPRING CANVAS' with anticipation-building teasers,News,EunhaYi,02/27/2024,2,"1,740","ORG, MISC","SEVENUS, SPRING CANVAS","album, SPRING, CANVAS, anticipation, teasers"
963,Renowned singer Woody set to enchant audiences with first solo concert 13 years since debut,News,EunhaYi,02/27/2024,1,"1,514",PER,Woody,"singer, audiences, solo, concert, years, debut"
964,"Government offers reprieve to striking medical residents, urges prompt return to duty",BUZZ News,EunhaYi,02/27/2024,6,"4,369",ORG,Government,"reprieve, residents, return, duty"
965,"Lee Jae Wook and aespa's Karina reportedly in a romantic relationship, agencies yet to confirm",News,EunhaYi,02/27/2024,77,"50,631","PER, PER","Lee Jae Wook, Karina","Lee, Jae, Wook, aespa, relationship, agencies"
966,BTS' V voted top choice for 'who do you want as a classmate in the new semester' poll,News,EunhaYi,02/27/2024,8,"3,389","ORG, PER","BTS, V","choice, classmate, semester, poll"
967,A composer in his 30s arrested for public nudity and property damage while hallucinating on drugs in Gangnam,News,EunhaYi,02/27/2024,37,"11,694",LOC,Gangnam,"composer, 30s, nudity, property, damage, drugs"
968,TWICE's MV for 'Set Me Free' soars past 100 million views on YouTube,News,Sofia-Sayson,02/27/2024,3,"2,495","ORG, MISC","TWICE, Set Me Free","MV, Me, Free, soars, views, YouTube"
969,BTS's SUGA concludes the first chapter of 'Suchwita (Time to Drink with SUGA)',News,Sophie-Ha,02/27/2024,7,"7,069","ORG, MISC","BTS, Suchwita ( Time to Drink with SUGA","SUGA, chapter, Suchwita, Time, SUGA"
970,"""Is spending 72 million KRW (54,000 USD) standard for Korean weddings?"" Netizens debate about the appropriate cost of a wedding",BUZZ News,Sophie-Ha,02/27/2024,36,"11,128",MISC,Korean,"KRW, USD, standard, weddings, Netizens, cost, wedding"
971,"""I'll do my best to show you a better version of me,"" GOT7's Youngjae puts on a wonderful show for 'Inside Out' in Manila",Photos,Sofia-Sayson,02/27/2024,1,"1,782","ORG, PER, MISC, LOC","GOT7, Youngjae, Inside Out, Manila","version, show, Inside, Out"
972,NCT's Taeyong asks for help in finding this fan,News,Sophie-Ha,02/27/2024,7,"18,633",PER,Taeyong,"NCT, help, fan"
973,"ENHYPEN successfully wraps up 3-day sold-out 'FATE+' concerts in Seoul: ""We hope our ties will last forever""",News,Sofia-Sayson,02/27/2024,2,"3,302",LOC,Seoul,"ENHYPEN, day, FATE+, concerts, ties"
974,Fans can't wait until actor Kang Tae Oh gets discharged from mandatory military service in just three weeks,News,Sophie-Ha,02/27/2024,11,"14,699",PER,Kang Tae Oh,"Fans, actor, Kang, Tae, service, weeks"
975,Apink's Namjoo reveals the logo poster for her 2nd solo single album 'BAD',News,Sophie-Ha,02/27/2024,1,"3,020","ORG, PER, MISC","Apink, Namjoo, ##D","logo, poster, solo, album, BAD"
976,A woman dies in a tragic bungee jump accident at Starfield shopping mall,BUZZ News,Sophie-Ha,02/27/2024,24,"23,664",LOC,Starfield,"woman, bungee, jump, accident, shopping, mall"
977,tvN unveils stunning wedding photos of Kim Soo Hyun and Kim Ji Won for the upcoming drama 'Queen of Tears',News,Sophie-Ha,02/27/2024,4,"6,543","ORG, PER, PER, MISC","tvN, Kim Soo Hyun, Kim Ji Won, Queen of Tears","unveils, wedding, photos, Kim, Soo, Hyun, Kim, Ji, Won, drama, Queen, Tears"
978,Highlight rolls out the track list for their 5th mini-album 'Switch On',News,Sophie-Ha,02/27/2024,1,"1,635",MISC,Switch On,"Highlight, track, list, -, album, On"
979,"Get Ready for ""Hope on the Street"" with 5 of J-Hope's Best Performances",Original Content,ean1994,02/27/2024,3,"2,647","MISC, PER, MISC, PER, MISC","Hope on the Street, J, -, Hope, ' s Best Performances","Street, Best, Performances"
980,"BIBI achieves the 2nd PAK (Perfect All Kill) of 2024 with ""Bam Yang Gang""",News,Sophie-Ha,02/27/2024,9,"3,935","MISC, MISC","Perfect All Kill, Bam Yang Gang","BIBI, PAK, Perfect, Kill, Bam, Yang, Gang"
981,"""I collected them personally during a concert,"" Jang Won Young's hair strands are being sold on a Chinese auction site",News,Sophie-Ha,02/27/2024,66,"14,647","PER, MISC","Jang Won Young, Chinese","concert, Jang, Won, Young, hair, strands, auction, site"
982,"""Seventeen's Producer"" Bumzu is the top producer earning the most royalties in 2023",News,Sophie-Ha,02/27/2024,5,"8,754","MISC, PER","Seventeen ' s Producer, Bumzu","Seventeen, Producer, producer, royalties"
983,"EXCLUSIVE [INTERVIEW] P1Harmony talks first full album 'Killin' It,' perfect harmony, and their most precious possession",Original Content,Sofia-Sayson,02/27/2024,3,"2,793","ORG, MISC","P, Killin ' It","EXCLUSIVE, INTERVIEW, P1Harmony, album, Killin, harmony, possession"
984,BLACKPINK's JISOO to join private fan messenger platform ‘Bubble’,News,MomoDancer,02/27/2024,6,"4,271",,,"BLACKPINK, JISOO, fan, messenger, platform, Bubble"
985,"IU, BIBI, and TWS top Instiz chart for the fourth week of February 2024",News,GhostWriter,02/27/2024,3,"1,811","ORG, ORG, ORG, ORG, MISC","IU, BIBI, TWS, Inst, ##iz","Instiz, chart, week, February"
986,Oh My Girl's YooA kick starts her solo comeback preparations with new teaser image,News,Sophie-Ha,02/27/2024,4,"2,644","MISC, MISC","Oh My Girl, YooA","Girl, kick, comeback, preparations, teaser, image"
987,ITZY Shines on the January Idol Cover Chart with Explosive Popularity,News,Alec06,02/27/2024,0,215,MISC,Idol Cover Chart with Explosive Popularity,"Shines, January, Idol, Cover, Chart, Explosive, Popularity"
988,"IFPI reveals Jungkook's ""Seven (feat. Latto)"" was the 10th biggest song in the world in 2023",News,Sophie-Ha,02/27/2024,20,"7,384","ORG, PER, MISC, PER, MISC","IFPI, Jungkook, Seven, La, ##tto","feat, Latto, song, world"
989,Check out the highlight medley for J-Hope's special album 'Hope On the Street Vol.1',Teaser,Sophie-Ha,02/27/2024,10,"2,150","PER, MISC","J - Hope, Hope On the Street Vol. 1","highlight, medley, J, -, Hope, album, Hope, Street, Vol.1"
990,NewJeans' Minji takes her charms to the streets of Paris in a Chanel pictorial with W Korea,News,Sophie-Ha,02/27/2024,18,"4,591","PER, LOC, ORG, PER","Minji, Paris, Chanel, W Korea","NewJeans, charms, streets, pictorial, W, Korea"
991,Red Velvet's Wendy reveals teaser image for her 2nd solo mini-album 'Wish You Hell',News,Sophie-Ha,02/26/2024,9,"3,367","ORG, PER, MISC","Red Velvet, Wendy, Wish You Hell","Red, Velvet, teaser, image, -, album, Wish, Hell"
992,ATEEZ unravels their charismatic charms in the second music video teaser for 'NOT OKAY',Teaser,Sophie-Ha,02/26/2024,1,"1,392","ORG, MISC","ATEEZ, NOT OKAY","charms, music, video, teaser"
993,NCT WISH unveils additional teaser photos for their upcoming debut album 'WISH',News,Sophie-Ha,02/26/2024,1,"1,693","ORG, MISC","NCT WISH, WISH","NCT, teaser, photos, debut, album"
994,J.Y. Park to star at 2024 Weverse Con: A tribute stage spectacle,News,Alec06,02/26/2024,14,"6,562","PER, MISC","J. Y. Park, Weverse Con","J.Y., Park, Weverse, Con, tribute, stage, spectacle"
995,OMEGA X Wraps Up Emotionally Charged First Solo Concert in South Korea,News,kmsml,02/26/2024,9,"2,651","MISC, LOC","##EGA X Wraps Up Emotionally Charged First Solo Concert, South Korea","OMEGA, X, Wraps, First, Solo, Concert, South, Korea"
996,"HYBE achieves record 2 trillion won revenue, driven by 43.6 million album sales from SEVENTEEN, BTS & NewJeans",News,Alec06,02/26/2024,62,"20,370","ORG, ORG, ORG","SEVENTEEN, BTS, NewJeans","record, revenue, album, sales"
997,Chungha sets stage for comeback under Jay Park's More Vision,News,Alec06,02/26/2024,12,"6,533","PER, PER, MISC","Chungha, Jay Park, More Vision","stage, comeback, Jay, Park, Vision"
998,Changsub earns standing ovations for his musical performance in 'Winter Wanderer',News,Alec06,02/26/2024,1,"3,362","PER, MISC","Changsub, Winter Wanderer","ovations, performance, Winter, Wanderer"
999,BOBBY embarks on a cosmic journey in 'moon+ I’ll do that' teaser video,Teaser,Alec06,02/26/2024,1,"1,380",PER,BOBBY,"embarks, journey, moon+, teaser, video"
1000,Virtual sensation PLAVE drops 'WAY 4 LOVE' MV,Music Video,Alec06,02/26/2024,4,"2,292","ORG, PER, MISC","PLAV, ##E, ##AY 4 LOVE","sensation, PLAVE, WAY, LOVE, MV"
1001,Taeyong of NCT unleashes dynamic beats with second solo album 'TAP',Music Video,Alec06,02/26/2024,4,"3,896","PER, ORG, MISC","Taeyong, NCT, TAP","beats, album"
1002,ATEEZ amplifies anticipation with teaser for Japanese single 'NOT OKAY',Teaser,Alec06,02/26/2024,3,"1,729","ORG, MISC, MISC","AT, Japanese, NOT OKAY","ATEEZ, amplifies, anticipation, teaser"
1003,"IU praises RIIZE's Anton in a challenge video, highlighting their years of friendship",News,Alec06,02/26/2024,5,"10,996","ORG, ORG, PER","I, RIIZE, Anton","IU, challenge, video, years, friendship"
1004,TWICE marks 10th anniversary: Jungyeon reflects on journey and gratitude in Harper's Bazaar interview,News,Alec06,02/26/2024,15,"6,500","PER, MISC","Jungyeon, Harper ' s Bazaar","marks, anniversary, journey, gratitude, Harper, Bazaar, interview"
1005,Virtual idol PLAVE makes comeback with second mini-album 'ASTERUM: 134-1',News,Alec06,02/26/2024,2,"2,100","ORG, MISC","PLAVE, ##TERUM :","idol, comeback, -, album, ASTERUM"
